S/N,NAME,GENDER,PARTY,VOTES,ELECTED,STATE,ZONE
4,ABBA IBRAHIM,MALE,CAP,145,,YOBE,YOBE
5,IBRAHIM BAMAI,MALE,DA,188,,YOBE,YOBE
6,ADAMU IBN SAIDU,MALE,MPN,"1,288",,YOBE,YOBE
7,MUHAMMAD AWWAL YAKUBU,MALE,NEPP,147,,YOBE,YOBE
8,YARIMA ALI,MALE,NRM,176,,YOBE,YOBE
9,UMAR ILIYA DAMAGUM,MALE,PDP,"95,703",,YOBE,YOBE
10,MOHAMMED BELLO ARABI,MALE,PPA,484,,YOBE,YOBE
11,FATIMA MOHAMMED ZARAMI,FEMALE,PPN,229,,YOBE,YOBE
12,ABDULLAHI AHMAD GAMBO,MALE,SDP,"1,566",,YOBE,YOBE
13,KONTO ALHAJI BUILAR,MALE,ZLP,141,,YOBE,YOBE
,,,,VOTES,,ZAMFARA,ZAMFARA
,,,,RECEIVED,,ZAMFARA,ZAMFARA
1,BALA BELLO MARU,MALE,A,"43,691",,ZAMFARA,ZAMFARA
2,YUSUF MUSTAPHA,MALE,ABP,135,,ZAMFARA,ZAMFARA
3,HARUNA AMINU,MALE,ACD,402,,ZAMFARA,ZAMFARA
4,LAWALI IBRAHIM,MALE,ACPN,63,,ZAMFARA,ZAMFARA
5,KAMILU MUSA,MALE,AD,99,,ZAMFARA,ZAMFARA
6,BADAMASI BELLO,MALE,ADC,344,,ZAMFARA,ZAMFARA
7,ABULMAJID SHEHU,MALE,ADP,100,,ZAMFARA,ZAMFARA
8,BASHIR YUSUF SANI,MALE,AGAP,577,,ZAMFARA,ZAMFARA
,,,,,Votes Declared Wasted by,ZAMFARA,ZAMFARA
9,IDRIS MUKHTAR SHEHU,MALE,APC,"534,541",the Supreme Court,ZAMFARA,ZAMFARA
10,TAKORI MOHAMMED SANI,MALE,APDA,807,,ZAMFARA,ZAMFARA
11,SANI ABDULLAHI SHINKAFI,MALE,APGA,"3,865",,ZAMFARA,ZAMFARA
12,ZAYYANU SALISU (HASKE),MALE,APP,191,,ZAMFARA,ZAMFARA
13,GARBA ALI,MALE,BNPP,119,,ZAMFARA,ZAMFARA
14,DAHIRU ALIYU GUSAU,MALE,CAP,42,,ZAMFARA,ZAMFARA
15,MUHAMMED NURA,MALE,CC,87,,ZAMFARA,ZAMFARA
16,ILIYASU SULAIMAN,MALE,DA,546,,ZAMFARA,ZAMFARA
17,KABIRU ILIYASU A. GUSAU,MALE,DPC,77,,ZAMFARA,ZAMFARA
18,AMINU MAINASARA,MALE,DPP,263,,ZAMFARA,ZAMFARA
19,SANI YUSUF,MALE,GPN,127,,ZAMFARA,ZAMFARA
20,KUCHERI SHEHU HUSSAINI,MALE,HDP,36,,ZAMFARA,ZAMFARA
21,HAMISU YAHUZA,MALE,JMPP,34,,ZAMFARA,ZAMFARA
22,SANI ABDULLAHI,MALE,LP,38,,ZAMFARA,ZAMFARA
23,UMAR MANDE,MALE,MMM,292,,ZAMFARA,ZAMFARA
24,SHEHU MUS MAIGOROA,MALE,MPN,163,,ZAMFARA,ZAMFARA
25,KABIRU GARBBA,MALE,NCMP,28,,ZAMFARA,ZAMFARA
26,MOHAMMED BALA,MALE,NCP,38,,ZAMFARA,ZAMFARA
27,UMAR SANI,MALE,NEPP,48,,ZAMFARA,ZAMFARA
28,SAIDU MOHAMMED DANSADAU,MALE,NRM,"15,177",,ZAMFARA,ZAMFARA
29,DADI ABDULLAHI O.,MALE,PDC,70,,ZAMFARA,ZAMFARA
,BELLO MOHAMMED,,,,,ZAMFARA,ZAMFARA
30,,MALE,PDP,"189,452",Declared Elected (By,ZAMFARA,ZAMFARA
,MATAWALLE,,,,Supreme Court Order),ZAMFARA,ZAMFARA
31,SULE GARBA,MALE,PPA,695,,ZAMFARA,ZAMFARA
32,BASHIRU ADAMU GUSAU,MALE,PPN,168,,ZAMFARA,ZAMFARA
